location,target,forecast_date,target_end_date,value
36,2 wk ahead cum death,18-06-2020,04-07-2020,31232
36,3 wk ahead cum death,18-06-2020,11-07-2020,31299
36,1 wk ahead cum death,21-06-2020,27-06-2020,31326
36,1 wk ahead inc death,21-06-2020,27-06-2020,31
36,2 wk ahead cum death,21-06-2020,04-07-2020,31537
36,2 wk ahead inc death,21-06-2020,04-07-2020,30
36,3 wk ahead cum death,21-06-2020,11-07-2020,31742
36,3 wk ahead inc death,21-06-2020,11-07-2020,30
36,4 wk ahead cum death,21-06-2020,18-07-2020,31946
36,4 wk ahead inc death,21-06-2020,18-07-2020,28
36,1 wk ahead cum death,25-06-2020,04-07-2020,31510
36,1 wk ahead inc death,25-06-2020,04-07-2020,21
36,2 wk ahead cum death,25-06-2020,11-07-2020,31643
36,2 wk ahead inc death,25-06-2020,11-07-2020,16
36,3 wk ahead cum death,25-06-2020,18-07-2020,31750
36,3 wk ahead inc death,25-06-2020,18-07-2020,15
36,1 wk ahead cum death,28-06-2020,04-07-2020,31505
36,1 wk ahead inc death,28-06-2020,04-07-2020,18
36,2 wk ahead cum death,28-06-2020,11-07-2020,31625
36,2 wk ahead inc death,28-06-2020,11-07-2020,16
36,3 wk ahead cum death,28-06-2020,18-07-2020,31735
36,3 wk ahead inc death,28-06-2020,18-07-2020,15
36,4 wk ahead cum death,28-06-2020,25-07-2020,31843
36,4 wk ahead inc death,28-06-2020,25-07-2020,15
36,1 wk ahead cum death,02-07-2020,11-07-2020,32324
36,2 wk ahead cum death,02-07-2020,18-07-2020,32491
36,3 wk ahead cum death,02-07-2020,25-07-2020,32647
36,4 wk ahead cum death,02-07-2020,01-08-2020,32797
36,1 wk ahead inc death,02-07-2020,11-07-2020,187
36,2 wk ahead inc death,02-07-2020,18-07-2020,167
36,3 wk ahead inc death,02-07-2020,25-07-2020,156
36,4 wk ahead inc death,02-07-2020,01-08-2020,150
36,1 wk ahead cum death,05-07-2020,11-07-2020,32380
36,2 wk ahead cum death,05-07-2020,18-07-2020,32595
36,3 wk ahead cum death,05-07-2020,25-07-2020,32833
36,4 wk ahead cum death,05-07-2020,01-08-2020,33094
36,1 wk ahead inc death,05-07-2020,11-07-2020,223
36,2 wk ahead inc death,05-07-2020,18-07-2020,215
36,3 wk ahead inc death,05-07-2020,25-07-2020,238
36,4 wk ahead inc death,05-07-2020,01-08-2020,261
36,1 wk ahead cum death,12-07-2020,18-07-2020,32561
36,2 wk ahead cum death,12-07-2020,25-07-2020,32739
36,3 wk ahead cum death,12-07-2020,01-08-2020,32884
36,4 wk ahead cum death,12-07-2020,08-08-2020,33013
36,1 wk ahead inc death,12-07-2020,18-07-2020,218
36,2 wk ahead inc death,12-07-2020,25-07-2020,178
36,3 wk ahead inc death,12-07-2020,01-08-2020,145
36,4 wk ahead inc death,12-07-2020,08-08-2020,129
36,1 wk ahead cum death,19-07-2020,25-07-2020,32612
36,2 wk ahead cum death,19-07-2020,01-08-2020,32707
36,3 wk ahead cum death,19-07-2020,08-08-2020,32773
36,4 wk ahead cum death,19-07-2020,15-08-2020,32818
36,1 wk ahead inc death,19-07-2020,25-07-2020,129
36,2 wk ahead inc death,19-07-2020,01-08-2020,95
36,3 wk ahead inc death,19-07-2020,08-08-2020,66
36,4 wk ahead inc death,19-07-2020,15-08-2020,45
36,1 wk ahead cum death,26-07-2020,01-08-2020,32773
36,2 wk ahead cum death,26-07-2020,08-08-2020,32928
36,3 wk ahead cum death,26-07-2020,15-08-2020,33070
36,4 wk ahead cum death,26-07-2020,22-08-2020,33196
36,1 wk ahead inc death,26-07-2020,01-08-2020,159
36,2 wk ahead inc death,26-07-2020,08-08-2020,155
36,3 wk ahead inc death,26-07-2020,15-08-2020,142
36,4 wk ahead inc death,26-07-2020,22-08-2020,126
36,1 wk ahead cum death,02-08-2020,08-08-2020,32833
36,2 wk ahead cum death,02-08-2020,15-08-2020,32962
36,3 wk ahead cum death,02-08-2020,22-08-2020,33082
36,4 wk ahead cum death,02-08-2020,29-08-2020,33191
36,1 wk ahead inc death,02-08-2020,08-08-2020,139
36,2 wk ahead inc death,02-08-2020,15-08-2020,129
36,3 wk ahead inc death,02-08-2020,22-08-2020,120
36,4 wk ahead inc death,02-08-2020,29-08-2020,109
36,1 wk ahead cum death,06-08-2020,15-08-2020,32942
36,2 wk ahead cum death,06-08-2020,22-08-2020,33063
36,3 wk ahead cum death,06-08-2020,29-08-2020,33179
36,4 wk ahead cum death,06-08-2020,05-09-2020,33284
36,1 wk ahead inc death,06-08-2020,15-08-2020,131
36,2 wk ahead inc death,06-08-2020,22-08-2020,121
36,3 wk ahead inc death,06-08-2020,29-08-2020,116
36,4 wk ahead inc death,06-08-2020,05-09-2020,105
36,1 wk ahead inc case,06-08-2020,15-08-2020,4473
36,2 wk ahead inc case,06-08-2020,22-08-2020,4465
36,3 wk ahead inc case,06-08-2020,29-08-2020,4260
36,4 wk ahead inc case,06-08-2020,05-09-2020,3822
36,5 wk ahead inc case,06-08-2020,12-09-2020,3188
36,6 wk ahead inc case,06-08-2020,19-09-2020,1554
36,1 wk ahead cum death,09-08-2020,15-08-2020,32888
36,2 wk ahead cum death,09-08-2020,22-08-2020,32999
36,3 wk ahead cum death,09-08-2020,29-08-2020,33099
36,4 wk ahead cum death,09-08-2020,05-09-2020,33192
36,1 wk ahead inc death,09-08-2020,15-08-2020,120
36,2 wk ahead inc death,09-08-2020,22-08-2020,111
36,3 wk ahead inc death,09-08-2020,29-08-2020,100
36,4 wk ahead inc death,09-08-2020,05-09-2020,93
36,1 wk ahead inc case,09-08-2020,15-08-2020,4238
36,2 wk ahead inc case,09-08-2020,22-08-2020,4096
36,3 wk ahead inc case,09-08-2020,29-08-2020,3837
36,4 wk ahead inc case,09-08-2020,05-09-2020,3379
36,5 wk ahead inc case,09-08-2020,12-09-2020,2817
36,6 wk ahead inc case,09-08-2020,19-09-2020,2213
36,1 wk ahead cum death,13-08-2020,22-08-2020,32959
36,2 wk ahead cum death,13-08-2020,29-08-2020,33062
36,3 wk ahead cum death,13-08-2020,05-09-2020,33156
36,4 wk ahead cum death,13-08-2020,12-09-2020,33242
36,1 wk ahead inc death,13-08-2020,22-08-2020,112
36,2 wk ahead inc death,13-08-2020,29-08-2020,103
36,3 wk ahead inc death,13-08-2020,05-09-2020,94
36,4 wk ahead inc death,13-08-2020,12-09-2020,86
36,1 wk ahead inc case,13-08-2020,22-08-2020,4083
36,2 wk ahead inc case,13-08-2020,29-08-2020,3875
36,3 wk ahead inc case,13-08-2020,05-09-2020,3568
36,4 wk ahead inc case,13-08-2020,12-09-2020,3074
36,5 wk ahead inc case,13-08-2020,19-09-2020,2538
36,6 wk ahead inc case,13-08-2020,26-09-2020,1198
36,1 wk ahead cum death,16-08-2020,22-08-2020,32947
36,2 wk ahead cum death,16-08-2020,29-08-2020,33059
36,3 wk ahead cum death,16-08-2020,05-09-2020,33167
36,4 wk ahead cum death,16-08-2020,12-09-2020,33270
36,1 wk ahead inc death,16-08-2020,22-08-2020,114
36,2 wk ahead inc death,16-08-2020,29-08-2020,112
36,3 wk ahead inc death,16-08-2020,05-09-2020,108
36,4 wk ahead inc death,16-08-2020,12-09-2020,103
36,1 wk ahead inc case,16-08-2020,22-08-2020,4321
36,2 wk ahead inc case,16-08-2020,29-08-2020,4347
36,3 wk ahead inc case,16-08-2020,05-09-2020,4164
36,4 wk ahead inc case,16-08-2020,12-09-2020,3832
36,5 wk ahead inc case,16-08-2020,19-09-2020,3325
36,6 wk ahead inc case,16-08-2020,26-09-2020,2775
36,1 wk ahead cum death,20-08-2020,29-08-2020,33026
36,2 wk ahead cum death,20-08-2020,05-09-2020,33135
36,3 wk ahead cum death,20-08-2020,12-09-2020,33236
36,4 wk ahead cum death,20-08-2020,19-09-2020,33325
36,1 wk ahead inc death,20-08-2020,29-08-2020,113
36,2 wk ahead inc death,20-08-2020,05-09-2020,109
36,3 wk ahead inc death,20-08-2020,12-09-2020,101
36,4 wk ahead inc death,20-08-2020,19-09-2020,89
36,1 wk ahead inc case,20-08-2020,29-08-2020,4208
36,2 wk ahead inc case,20-08-2020,05-09-2020,4078
36,3 wk ahead inc case,20-08-2020,12-09-2020,3777
36,4 wk ahead inc case,20-08-2020,19-09-2020,3308
36,5 wk ahead inc case,20-08-2020,26-09-2020,2767
36,6 wk ahead inc case,20-08-2020,03-10-2020,1355
36,1 wk ahead cum death,23-08-2020,29-08-2020,32970
36,2 wk ahead cum death,23-08-2020,05-09-2020,33060
36,3 wk ahead cum death,23-08-2020,12-09-2020,33154
36,4 wk ahead cum death,23-08-2020,19-09-2020,33240
36,1 wk ahead inc death,23-08-2020,29-08-2020,99
36,2 wk ahead inc death,23-08-2020,05-09-2020,90
36,3 wk ahead inc death,23-08-2020,12-09-2020,94
36,4 wk ahead inc death,23-08-2020,19-09-2020,86
36,1 wk ahead inc case,23-08-2020,29-08-2020,4120
36,2 wk ahead inc case,23-08-2020,05-09-2020,4119
36,3 wk ahead inc case,23-08-2020,12-09-2020,4037
36,4 wk ahead inc case,23-08-2020,19-09-2020,3795
36,5 wk ahead inc case,23-08-2020,26-09-2020,3389
36,6 wk ahead inc case,23-08-2020,03-10-2020,2846
36,1 wk ahead cum death,30-08-2020,05-09-2020,33010
36,2 wk ahead cum death,30-08-2020,12-09-2020,33076
36,3 wk ahead cum death,30-08-2020,19-09-2020,33140
36,4 wk ahead cum death,30-08-2020,26-09-2020,33203
36,1 wk ahead inc death,30-08-2020,05-09-2020,72
36,2 wk ahead inc death,30-08-2020,12-09-2020,66
36,3 wk ahead inc death,30-08-2020,19-09-2020,64
36,4 wk ahead inc death,30-08-2020,26-09-2020,63
36,1 wk ahead inc case,30-08-2020,05-09-2020,4312
36,2 wk ahead inc case,30-08-2020,12-09-2020,4528
36,3 wk ahead inc case,30-08-2020,19-09-2020,4705
36,4 wk ahead inc case,30-08-2020,26-09-2020,4726
36,5 wk ahead inc case,30-08-2020,03-10-2020,4559
36,6 wk ahead inc case,30-08-2020,10-10-2020,4040
36,1 wk ahead cum death,03-09-2020,12-09-2020,33127
36,2 wk ahead cum death,03-09-2020,19-09-2020,33212
36,3 wk ahead cum death,03-09-2020,26-09-2020,33306
36,4 wk ahead cum death,03-09-2020,03-10-2020,33399
36,1 wk ahead inc death,03-09-2020,12-09-2020,77
36,2 wk ahead inc death,03-09-2020,19-09-2020,85
36,3 wk ahead inc death,03-09-2020,26-09-2020,94
36,4 wk ahead inc death,03-09-2020,03-10-2020,93
36,1 wk ahead inc case,03-09-2020,12-09-2020,5400
36,2 wk ahead inc case,03-09-2020,19-09-2020,5909
36,3 wk ahead inc case,03-09-2020,26-09-2020,6170
36,4 wk ahead inc case,03-09-2020,03-10-2020,6044
36,5 wk ahead inc case,03-09-2020,10-10-2020,5521
36,6 wk ahead inc case,03-09-2020,17-10-2020,2800
36,1 wk ahead cum death,06-09-2020,12-09-2020,33110
36,2 wk ahead cum death,06-09-2020,19-09-2020,33200
36,3 wk ahead cum death,06-09-2020,26-09-2020,33304
36,4 wk ahead cum death,06-09-2020,03-10-2020,33417
36,1 wk ahead inc death,06-09-2020,12-09-2020,77
36,2 wk ahead inc death,06-09-2020,19-09-2020,90
36,3 wk ahead inc death,06-09-2020,26-09-2020,104
36,4 wk ahead inc death,06-09-2020,03-10-2020,113
36,1 wk ahead inc case,06-09-2020,12-09-2020,5964
36,2 wk ahead inc case,06-09-2020,19-09-2020,7026
36,3 wk ahead inc case,06-09-2020,26-09-2020,7956
36,4 wk ahead inc case,06-09-2020,03-10-2020,8479
36,5 wk ahead inc case,06-09-2020,10-10-2020,8400
36,6 wk ahead inc case,06-09-2020,17-10-2020,7682
36,1 wk ahead cum death,13-09-2020,19-09-2020,33138
36,2 wk ahead cum death,13-09-2020,26-09-2020,33216
36,3 wk ahead cum death,13-09-2020,03-10-2020,33303
36,4 wk ahead cum death,13-09-2020,10-10-2020,33409
36,1 wk ahead inc death,13-09-2020,19-09-2020,69
36,2 wk ahead inc death,13-09-2020,26-09-2020,78
36,3 wk ahead inc death,13-09-2020,03-10-2020,87
36,4 wk ahead inc death,13-09-2020,10-10-2020,106
36,1 wk ahead inc case,13-09-2020,19-09-2020,6019
36,2 wk ahead inc case,13-09-2020,26-09-2020,6896
36,3 wk ahead inc case,13-09-2020,03-10-2020,8282
36,4 wk ahead inc case,13-09-2020,10-10-2020,9867
36,5 wk ahead inc case,13-09-2020,17-10-2020,11115
36,6 wk ahead inc case,13-09-2020,24-10-2020,11575
36,1 wk ahead cum death,20-09-2020,26-09-2020,33178
36,2 wk ahead cum death,20-09-2020,03-10-2020,33233
36,3 wk ahead cum death,20-09-2020,10-10-2020,33299
36,4 wk ahead cum death,20-09-2020,17-10-2020,33372
36,1 wk ahead inc death,20-09-2020,26-09-2020,47
36,2 wk ahead inc death,20-09-2020,03-10-2020,55
36,3 wk ahead inc death,20-09-2020,10-10-2020,66
36,4 wk ahead inc death,20-09-2020,17-10-2020,73
36,1 wk ahead inc case,20-09-2020,26-09-2020,4309
36,2 wk ahead inc case,20-09-2020,03-10-2020,4844
36,3 wk ahead inc case,20-09-2020,10-10-2020,5467
36,4 wk ahead inc case,20-09-2020,17-10-2020,5986
36,5 wk ahead inc case,20-09-2020,24-10-2020,6246
36,6 wk ahead inc case,20-09-2020,31-10-2020,5985
36,1 wk ahead cum death,24-09-2020,03-10-2020,33213
36,2 wk ahead cum death,24-09-2020,10-10-2020,33269
36,3 wk ahead cum death,24-09-2020,17-10-2020,33328
36,4 wk ahead cum death,24-09-2020,24-10-2020,33391
36,1 wk ahead inc death,24-09-2020,03-10-2020,50
36,2 wk ahead inc death,24-09-2020,10-10-2020,56
36,3 wk ahead inc death,24-09-2020,17-10-2020,59
36,4 wk ahead inc death,24-09-2020,24-10-2020,63
36,1 wk ahead inc case,24-09-2020,03-10-2020,4523
36,2 wk ahead inc case,24-09-2020,10-10-2020,4669
36,3 wk ahead inc case,24-09-2020,17-10-2020,4751
36,4 wk ahead inc case,24-09-2020,24-10-2020,4570
36,5 wk ahead inc case,24-09-2020,31-10-2020,4164
36,6 wk ahead inc case,24-09-2020,07-11-2020,2107
36,1 wk ahead cum death,27-09-2020,03-10-2020,33253
36,2 wk ahead cum death,27-09-2020,10-10-2020,33341
36,3 wk ahead cum death,27-09-2020,17-10-2020,33446
36,4 wk ahead cum death,27-09-2020,24-10-2020,33567
36,1 wk ahead inc death,27-09-2020,03-10-2020,76
36,2 wk ahead inc death,27-09-2020,10-10-2020,88
36,3 wk ahead inc death,27-09-2020,17-10-2020,105
36,4 wk ahead inc death,27-09-2020,24-10-2020,121
36,1 wk ahead inc case,27-09-2020,03-10-2020,5917
36,2 wk ahead inc case,27-09-2020,10-10-2020,6645
36,3 wk ahead inc case,27-09-2020,17-10-2020,7327
36,4 wk ahead inc case,27-09-2020,24-10-2020,7755
36,5 wk ahead inc case,27-09-2020,31-10-2020,7557
36,6 wk ahead inc case,27-09-2020,07-11-2020,6779
36,1 wk ahead cum death,04-10-2020,10-10-2020,33335
36,2 wk ahead cum death,04-10-2020,17-10-2020,33450
36,3 wk ahead cum death,04-10-2020,24-10-2020,33603
36,4 wk ahead cum death,04-10-2020,31-10-2020,33789
36,1 wk ahead inc death,04-10-2020,10-10-2020,84
36,2 wk ahead inc death,04-10-2020,17-10-2020,115
36,3 wk ahead inc death,04-10-2020,24-10-2020,153
36,4 wk ahead inc death,04-10-2020,31-10-2020,186
36,1 wk ahead inc case,04-10-2020,10-10-2020,9915
36,2 wk ahead inc case,04-10-2020,17-10-2020,12732
36,3 wk ahead inc case,04-10-2020,24-10-2020,14983
36,4 wk ahead inc case,04-10-2020,31-10-2020,15536
36,5 wk ahead inc case,04-10-2020,07-11-2020,14690
36,6 wk ahead inc case,04-10-2020,14-11-2020,12471
36,1 wk ahead cum death,08-10-2020,17-10-2020,33432
36,2 wk ahead cum death,08-10-2020,24-10-2020,33574
36,3 wk ahead cum death,08-10-2020,31-10-2020,33746
36,4 wk ahead cum death,08-10-2020,07-11-2020,33939
36,1 wk ahead inc death,08-10-2020,17-10-2020,110
36,2 wk ahead inc death,08-10-2020,24-10-2020,142
36,3 wk ahead inc death,08-10-2020,31-10-2020,172
36,4 wk ahead inc death,08-10-2020,07-11-2020,193
36,1 wk ahead inc case,08-10-2020,17-10-2020,12426
36,2 wk ahead inc case,08-10-2020,24-10-2020,14341
36,3 wk ahead inc case,08-10-2020,31-10-2020,15512
36,4 wk ahead inc case,08-10-2020,07-11-2020,15035
36,5 wk ahead inc case,08-10-2020,14-11-2020,13391
36,6 wk ahead inc case,08-10-2020,21-11-2020,6591
36,1 wk ahead cum death,11-10-2020,17-10-2020,33435
36,2 wk ahead cum death,11-10-2020,24-10-2020,33567
36,3 wk ahead cum death,11-10-2020,31-10-2020,33723
36,4 wk ahead cum death,11-10-2020,07-11-2020,33893
36,1 wk ahead inc death,11-10-2020,17-10-2020,106
36,2 wk ahead inc death,11-10-2020,24-10-2020,132
36,3 wk ahead inc death,11-10-2020,31-10-2020,156
36,4 wk ahead inc death,11-10-2020,07-11-2020,170
36,1 wk ahead inc case,11-10-2020,17-10-2020,11547
36,2 wk ahead inc case,11-10-2020,24-10-2020,12976
36,3 wk ahead inc case,11-10-2020,31-10-2020,13622
36,4 wk ahead inc case,11-10-2020,07-11-2020,13147
36,5 wk ahead inc case,11-10-2020,14-11-2020,11728
36,6 wk ahead inc case,11-10-2020,21-11-2020,9716
36,1 wk ahead cum death,15-10-2020,24-10-2020,33558
36,2 wk ahead cum death,15-10-2020,31-10-2020,33701
36,3 wk ahead cum death,15-10-2020,07-11-2020,33849
36,4 wk ahead cum death,15-10-2020,14-11-2020,33996
36,1 wk ahead inc death,15-10-2020,24-10-2020,128
36,2 wk ahead inc death,15-10-2020,31-10-2020,143
36,3 wk ahead inc death,15-10-2020,07-11-2020,148
36,4 wk ahead inc death,15-10-2020,14-11-2020,147
36,1 wk ahead inc case,15-10-2020,24-10-2020,11093
36,2 wk ahead inc case,15-10-2020,31-10-2020,11138
36,3 wk ahead inc case,15-10-2020,07-11-2020,10643
36,4 wk ahead inc case,15-10-2020,14-11-2020,9544
36,5 wk ahead inc case,15-10-2020,21-11-2020,7983
36,6 wk ahead inc case,15-10-2020,28-11-2020,3737
